2025/02/24 17:34:11 Starting API server on port 8080...
2025/02/24 17:35:40 GET /health | Response Time: 0s | CPU: 0.4 | Memory: 186 KB
2025/02/24 21:06:28 GET /items | Response Time: 1.5068ms | CPU: 0.8 | Memory: 1069 KB
2025/02/24 21:06:29 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1073 KB
2025/02/24 21:06:29 GET /items | Response Time: 982.5µs | CPU: 0.8 | Memory: 1076 KB
2025/02/24 21:06:29 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1080 KB
2025/02/24 21:06:29 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1083 KB
2025/02/24 21:06:29 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1087 KB
2025/02/24 21:06:29 GET /items | Response Time: 2.9974ms | CPU: 0.8 | Memory: 1089 KB
2025/02/24 21:06:29 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1093 KB
2025/02/24 21:06:29 GET /items | Response Time: 737.3µs | CPU: 0.8 | Memory: 1096 KB
2025/02/24 21:06:30 POST /items | Response Time: 882µs | CPU: 0.8 | Memory: 1100 KB
2025/02/24 21:06:30 GET /items | Response Time: 1.9986ms | CPU: 0.8 | Memory: 1102 KB
2025/02/24 21:06:30 POST /items | Response Time: 855.6µs | CPU: 0.8 | Memory: 1106 KB
2025/02/24 21:06:30 GET /items | Response Time: 3.1746ms | CPU: 0.8 | Memory: 1109 KB
2025/02/24 21:06:30 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1113 KB
2025/02/24 21:06:30 GET /items | Response Time: 5.9973ms | CPU: 0.8 | Memory: 1115 KB
2025/02/24 21:06:31 POST /items | Response Time: 47.6µs | CPU: 0.8 | Memory: 1119 KB
2025/02/24 21:06:31 GET /items | Response Time: 999.2µs | CPU: 0.8 | Memory: 1122 KB
2025/02/24 21:06:31 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1126 KB
2025/02/24 21:06:31 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1129 KB
2025/02/24 21:06:31 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1133 KB
2025/02/24 21:06:31 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1135 KB
2025/02/24 21:06:32 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1139 KB
2025/02/24 21:06:32 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1142 KB
2025/02/24 21:06:32 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1146 KB
2025/02/24 21:06:32 GET /items | Response Time: 3.9984ms | CPU: 0.8 | Memory: 1148 KB
2025/02/24 21:06:32 POST /items | Response Time: 650.6µs | CPU: 0.8 | Memory: 1152 KB
2025/02/24 21:06:32 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1155 KB
2025/02/24 21:06:32 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1159 KB
2025/02/24 21:06:32 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1161 KB
2025/02/24 21:06:33 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1165 KB
2025/02/24 21:06:33 GET /items | Response Time: 649.8µs | CPU: 0.8 | Memory: 1168 KB
2025/02/24 21:06:33 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1172 KB
2025/02/24 21:06:33 GET /items | Response Time: 999.8µs | CPU: 0.8 | Memory: 1175 KB
2025/02/24 21:06:33 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1179 KB
2025/02/24 21:06:33 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1181 KB
2025/02/24 21:06:33 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1185 KB
2025/02/24 21:06:33 GET /items | Response Time: 998.9µs | CPU: 0.8 | Memory: 1188 KB
2025/02/24 21:06:34 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1192 KB
2025/02/24 21:06:34 GET /items | Response Time: 999.5µs | CPU: 0.8 | Memory: 1194 KB
2025/02/24 21:06:34 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1198 KB
2025/02/24 21:06:34 GET /items | Response Time: 371.2µs | CPU: 0.8 | Memory: 1201 KB
2025/02/24 21:06:34 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1205 KB
2025/02/24 21:06:34 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1207 KB
2025/02/24 21:06:35 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1211 KB
2025/02/24 21:06:35 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1214 KB
2025/02/24 21:06:35 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1218 KB
2025/02/24 21:06:35 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1221 KB
2025/02/24 21:06:35 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1225 KB
2025/02/24 21:06:35 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1227 KB
2025/02/24 21:06:35 POST /items | Response Time: 1.0003ms | CPU: 0.8 | Memory: 1231 KB
2025/02/24 21:06:36 GET /items | Response Time: 994.7µs | CPU: 0.8 | Memory: 1234 KB
2025/02/24 21:06:36 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1238 KB
2025/02/24 21:06:36 GET /items | Response Time: 999.9µs | CPU: 0.8 | Memory: 1240 KB
2025/02/24 21:06:36 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1244 KB
2025/02/24 21:06:36 GET /items | Response Time: 1.9987ms | CPU: 0.8 | Memory: 1247 KB
2025/02/24 21:06:36 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1251 KB
2025/02/24 21:06:36 GET /items | Response Time: 999.7µs | CPU: 0.8 | Memory: 1253 KB
2025/02/24 21:06:37 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1257 KB
2025/02/24 21:06:37 GET /items | Response Time: 1.9994ms | CPU: 0.8 | Memory: 1260 KB
2025/02/24 21:06:37 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1264 KB
2025/02/24 21:06:37 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1266 KB
2025/02/24 21:06:37 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1270 KB
2025/02/24 21:06:37 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1273 KB
2025/02/24 21:06:38 POST /items | Response Time: 679µs | CPU: 0.8 | Memory: 1277 KB
2025/02/24 21:06:38 GET /items | Response Time: 413µs | CPU: 0.8 | Memory: 1280 KB
2025/02/24 21:06:38 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1284 KB
2025/02/24 21:06:38 GET /items | Response Time: 877.4µs | CPU: 0.8 | Memory: 1286 KB
2025/02/24 21:06:38 POST /items | Response Time: 175.4µs | CPU: 0.8 | Memory: 1290 KB
2025/02/24 21:06:38 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1293 KB
2025/02/24 21:06:38 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1297 KB
2025/02/24 21:06:38 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1299 KB
2025/02/24 21:06:39 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1303 KB
2025/02/24 21:06:39 GET /items | Response Time: 998.2µs | CPU: 0.8 | Memory: 1306 KB
2025/02/24 21:06:39 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1310 KB
2025/02/24 21:06:39 GET /items | Response Time: 998.7µs | CPU: 0.8 | Memory: 1312 KB
2025/02/24 21:06:39 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1316 KB
2025/02/24 21:06:39 GET /items | Response Time: 2.0013ms | CPU: 0.8 | Memory: 1319 KB
2025/02/24 21:06:40 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1323 KB
2025/02/24 21:06:40 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1326 KB
2025/02/24 21:06:40 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1330 KB
2025/02/24 21:06:40 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1332 KB
2025/02/24 21:06:40 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1336 KB
2025/02/24 21:06:40 GET /items | Response Time: 999µs | CPU: 0.8 | Memory: 1339 KB
2025/02/24 21:06:40 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1343 KB
2025/02/24 21:06:41 GET /items | Response Time: 4.9971ms | CPU: 0.8 | Memory: 1345 KB
2025/02/24 21:06:41 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1349 KB
2025/02/24 21:06:41 GET /items | Response Time: 1.2081ms | CPU: 0.8 | Memory: 1352 KB
2025/02/24 21:06:41 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1356 KB
2025/02/24 21:06:41 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1358 KB
2025/02/24 21:06:41 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1362 KB
2025/02/24 21:06:41 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1365 KB
2025/02/24 21:06:42 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1369 KB
2025/02/24 21:06:42 GET /items | Response Time: 998.1µs | CPU: 0.8 | Memory: 1372 KB
2025/02/24 21:06:42 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1376 KB
2025/02/24 21:06:42 GET /items | Response Time: 998.9µs | CPU: 0.8 | Memory: 1378 KB
2025/02/24 21:06:42 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1382 KB
2025/02/24 21:06:42 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1385 KB
2025/02/24 21:06:42 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1389 KB
2025/02/24 21:06:43 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1391 KB
2025/02/24 21:06:43 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1395 KB
2025/02/24 21:06:43 GET /items | Response Time: 1ms | CPU: 0.8 | Memory: 1398 KB
2025/02/24 21:06:43 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1402 KB
2025/02/24 21:06:43 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1404 KB
2025/02/24 21:06:43 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1408 KB
2025/02/24 21:06:44 GET /items | Response Time: 2.0003ms | CPU: 0.8 | Memory: 1411 KB
2025/02/24 21:06:44 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1415 KB
2025/02/24 21:06:44 GET /items | Response Time: 999.2µs | CPU: 0.8 | Memory: 1418 KB
2025/02/24 21:06:44 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1421 KB
2025/02/24 21:06:44 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1424 KB
2025/02/24 21:06:44 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1428 KB
2025/02/24 21:06:44 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1431 KB
2025/02/24 21:06:45 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1435 KB
2025/02/24 21:06:45 GET /items | Response Time: 999.1µs | CPU: 0.8 | Memory: 1437 KB
2025/02/24 21:06:45 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1441 KB
2025/02/24 21:06:45 GET /items | Response Time: 582.8µs | CPU: 0.8 | Memory: 1444 KB
2025/02/24 21:06:45 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1448 KB
2025/02/24 21:06:45 GET /items | Response Time: 1.0003ms | CPU: 0.8 | Memory: 1450 KB
2025/02/24 21:06:45 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1454 KB
2025/02/24 21:06:45 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1457 KB
2025/02/24 21:06:46 POST /items | Response Time: 676.8µs | CPU: 0.8 | Memory: 1461 KB
2025/02/24 21:06:46 GET /items | Response Time: 999.5µs | CPU: 0.8 | Memory: 1463 KB
2025/02/24 21:06:46 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1467 KB
2025/02/24 21:06:46 GET /items | Response Time: 999.7µs | CPU: 0.8 | Memory: 1470 KB
2025/02/24 21:06:46 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1474 KB
2025/02/24 21:06:46 GET /items | Response Time: 999.3µs | CPU: 0.8 | Memory: 1477 KB
2025/02/24 21:06:46 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1481 KB
2025/02/24 21:06:46 GET /items | Response Time: 712.4µs | CPU: 0.8 | Memory: 1483 KB
2025/02/24 21:06:47 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1487 KB
2025/02/24 21:06:47 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1490 KB
2025/02/24 21:06:47 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1494 KB
2025/02/24 21:06:47 GET /items | Response Time: 999.7µs | CPU: 0.8 | Memory: 1496 KB
2025/02/24 21:06:47 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1500 KB
2025/02/24 21:06:47 GET /items | Response Time: 999.1µs | CPU: 0.8 | Memory: 1503 KB
2025/02/24 21:06:47 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1507 KB
2025/02/24 21:06:48 GET /items | Response Time: 1.9985ms | CPU: 0.8 | Memory: 1509 KB
2025/02/24 21:06:48 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1513 KB
2025/02/24 21:06:48 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1516 KB
2025/02/24 21:06:48 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1520 KB
2025/02/24 21:06:48 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1523 KB
2025/02/24 21:06:49 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1527 KB
2025/02/24 21:06:49 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1529 KB
2025/02/24 21:06:49 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1589 KB
2025/02/24 21:06:49 GET /items | Response Time: 12.9935ms | CPU: 0.8 | Memory: 1592 KB
2025/02/24 21:06:49 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1596 KB
2025/02/24 21:06:49 GET /items | Response Time: 3.9974ms | CPU: 0.8 | Memory: 1598 KB
2025/02/24 21:06:50 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1602 KB
2025/02/24 21:06:50 GET /items | Response Time: 999.2µs | CPU: 0.8 | Memory: 1605 KB
2025/02/24 21:06:50 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1609 KB
2025/02/24 21:06:50 GET /items | Response Time: 3.0009ms | CPU: 0.8 | Memory: 1611 KB
2025/02/24 21:06:50 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1615 KB
2025/02/24 21:06:50 GET /items | Response Time: 1.9978ms | CPU: 0.8 | Memory: 1618 KB
2025/02/24 21:06:51 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1622 KB
2025/02/24 21:06:51 GET /items | Response Time: 1ms | CPU: 0.8 | Memory: 1625 KB
2025/02/24 21:06:51 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1628 KB
2025/02/24 21:06:51 GET /items | Response Time: 999.1µs | CPU: 0.8 | Memory: 1631 KB
2025/02/24 21:06:51 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1635 KB
2025/02/24 21:06:52 GET /items | Response Time: 6.9953ms | CPU: 0.8 | Memory: 1638 KB
2025/02/24 21:06:52 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1642 KB
2025/02/24 21:06:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1644 KB
2025/02/24 21:06:52 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1648 KB
2025/02/24 21:06:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1651 KB
2025/02/24 21:06:52 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1655 KB
2025/02/24 21:06:53 GET /items | Response Time: 1.0002ms | CPU: 0.8 | Memory: 1657 KB
2025/02/24 21:06:53 POST /items | Response Time: 738µs | CPU: 0.8 | Memory: 1661 KB
2025/02/24 21:06:53 GET /items | Response Time: 127.9µs | CPU: 0.8 | Memory: 1664 KB
2025/02/24 21:06:53 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1668 KB
2025/02/24 21:06:53 GET /items | Response Time: 744.9µs | CPU: 0.8 | Memory: 1670 KB
2025/02/24 21:06:53 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1674 KB
2025/02/24 21:06:53 GET /items | Response Time: 999.5µs | CPU: 0.8 | Memory: 1677 KB
2025/02/24 21:06:54 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1681 KB
2025/02/24 21:06:54 GET /items | Response Time: 999.9µs | CPU: 0.8 | Memory: 1684 KB
2025/02/24 21:06:54 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1688 KB
2025/02/24 21:06:54 GET /items | Response Time: 754.4µs | CPU: 0.8 | Memory: 1690 KB
2025/02/24 21:06:54 POST /items | Response Time: 832.3µs | CPU: 0.8 | Memory: 1694 KB
2025/02/24 21:06:54 GET /items | Response Time: 999.4µs | CPU: 0.8 | Memory: 1697 KB
2025/02/24 21:06:54 POST /items | Response Time: 212.3µs | CPU: 0.8 | Memory: 1701 KB
2025/02/24 21:06:55 GET /items | Response Time: 998.9µs | CPU: 0.8 | Memory: 1704 KB
2025/02/24 21:06:55 POST /items | Response Time: 119.7µs | CPU: 0.8 | Memory: 1708 KB
2025/02/24 21:06:55 GET /items | Response Time: 5.9956ms | CPU: 0.8 | Memory: 1711 KB
2025/02/24 21:06:55 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1714 KB
2025/02/24 21:06:55 GET /items | Response Time: 950.5µs | CPU: 0.8 | Memory: 1717 KB
2025/02/24 21:06:55 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1721 KB
2025/02/24 21:06:55 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1724 KB
2025/02/24 21:06:56 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1728 KB
2025/02/24 21:06:56 GET /items | Response Time: 1.0002ms | CPU: 0.8 | Memory: 1730 KB
2025/02/24 21:06:56 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1734 KB
2025/02/24 21:06:56 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1737 KB
2025/02/24 21:06:56 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1741 KB
2025/02/24 21:06:56 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1743 KB
2025/02/24 21:06:56 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1747 KB
2025/02/24 21:06:56 GET /items | Response Time: 570.8µs | CPU: 0.8 | Memory: 1750 KB
2025/02/24 21:06:57 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1754 KB
2025/02/24 21:06:57 GET /items | Response Time: 23.986ms | CPU: 0.8 | Memory: 1757 KB
2025/02/24 21:06:57 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1761 KB
2025/02/24 21:06:57 GET /items | Response Time: 2.505ms | CPU: 0.8 | Memory: 1763 KB
2025/02/24 21:06:57 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1767 KB
2025/02/24 21:06:57 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1770 KB
2025/02/24 21:06:58 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1774 KB
2025/02/24 21:06:58 GET /items | Response Time: 1.4407ms | CPU: 0.8 | Memory: 1776 KB
2025/02/24 21:06:58 POST /items | Response Time: 216.1µs | CPU: 0.8 | Memory: 1780 KB
2025/02/24 21:06:58 GET /items | Response Time: 1.5491ms | CPU: 0.8 | Memory: 1783 KB
2025/02/24 21:06:58 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1787 KB
2025/02/24 21:06:58 GET /items | Response Time: 998.1µs | CPU: 0.8 | Memory: 1790 KB
2025/02/24 21:06:59 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1793 KB
2025/02/24 21:06:59 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1796 KB
2025/02/24 21:06:59 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1800 KB
2025/02/24 21:06:59 GET /items | Response Time: 3.9974ms | CPU: 0.8 | Memory: 1803 KB
2025/02/24 21:06:59 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1807 KB
2025/02/24 21:06:59 GET /items | Response Time: 999.2µs | CPU: 0.8 | Memory: 1809 KB
2025/02/24 21:06:59 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1813 KB
2025/02/24 21:06:59 GET /items | Response Time: 999.8µs | CPU: 0.8 | Memory: 1816 KB
2025/02/24 21:07:00 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1820 KB
2025/02/24 21:07:00 GET /items | Response Time: 998.7µs | CPU: 0.8 | Memory: 1823 KB
2025/02/24 21:07:00 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1827 KB
2025/02/24 21:07:00 GET /items | Response Time: 1.999ms | CPU: 0.8 | Memory: 1829 KB
2025/02/24 21:07:00 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1833 KB
2025/02/24 21:07:00 GET /items | Response Time: 999µs | CPU: 0.8 | Memory: 1836 KB
2025/02/24 21:07:01 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1840 KB
2025/02/24 21:07:01 GET /items | Response Time: 1.9985ms | CPU: 0.8 | Memory: 1842 KB
2025/02/24 21:07:01 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1846 KB
2025/02/24 21:07:01 GET /items | Response Time: 999.7µs | CPU: 0.8 | Memory: 1849 KB
2025/02/24 21:07:02 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1853 KB
2025/02/24 21:07:02 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1855 KB
2025/02/24 21:07:02 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1859 KB
2025/02/24 21:07:02 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1862 KB
2025/02/24 21:07:02 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1866 KB
2025/02/24 21:07:02 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1869 KB
2025/02/24 21:07:02 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1873 KB
2025/02/24 21:07:02 GET /items | Response Time: 433.5µs | CPU: 0.8 | Memory: 1875 KB
2025/02/24 21:07:03 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1879 KB
2025/02/24 21:07:03 GET /items | Response Time: 998.9µs | CPU: 0.8 | Memory: 1882 KB
2025/02/24 21:07:03 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1886 KB
2025/02/24 21:07:03 GET /items | Response Time: 391.5µs | CPU: 0.8 | Memory: 1888 KB
2025/02/24 21:07:03 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1892 KB
2025/02/24 21:07:03 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1895 KB
2025/02/24 21:07:04 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1899 KB
2025/02/24 21:07:04 GET /items | Response Time: 999.3µs | CPU: 0.8 | Memory: 1902 KB
2025/02/24 21:07:04 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1906 KB
2025/02/24 21:07:04 GET /items | Response Time: 937.4µs | CPU: 0.8 | Memory: 1908 KB
2025/02/24 21:07:04 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1913 KB
2025/02/24 21:07:04 GET /items | Response Time: 5.6389ms | CPU: 0.8 | Memory: 1915 KB
2025/02/24 21:07:04 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1919 KB
2025/02/24 21:07:04 GET /items | Response Time: 1.9994ms | CPU: 0.8 | Memory: 1922 KB
2025/02/24 21:07:05 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1926 KB
2025/02/24 21:07:05 GET /items | Response Time: 999.6µs | CPU: 0.8 | Memory: 1928 KB
2025/02/24 21:07:05 POST /items | Response Time: 523.7µs | CPU: 0.8 | Memory: 1932 KB
2025/02/24 21:07:05 GET /items | Response Time: 830.8µs | CPU: 0.8 | Memory: 1935 KB
2025/02/24 21:07:05 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1939 KB
2025/02/24 21:07:05 GET /items | Response Time: 918.4µs | CPU: 0.8 | Memory: 1942 KB
2025/02/24 21:07:06 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1946 KB
2025/02/24 21:07:06 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1948 KB
2025/02/24 21:07:06 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1952 KB
2025/02/24 21:07:06 GET /items | Response Time: 999.6µs | CPU: 0.8 | Memory: 1955 KB
2025/02/24 21:07:06 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1959 KB
2025/02/24 21:07:06 GET /items | Response Time: 1.9981ms | CPU: 0.8 | Memory: 1962 KB
2025/02/24 21:07:06 POST /items | Response Time: 509.6µs | CPU: 0.8 | Memory: 1966 KB
2025/02/24 21:07:07 GET /items | Response Time: 999.4µs | CPU: 0.8 | Memory: 1968 KB
2025/02/24 21:07:07 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1972 KB
2025/02/24 21:07:07 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1975 KB
2025/02/24 21:07:07 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1979 KB
2025/02/24 21:07:07 GET /items | Response Time: 998.8µs | CPU: 0.8 | Memory: 1981 KB
2025/02/24 21:07:07 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1985 KB
2025/02/24 21:07:07 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 1988 KB
2025/02/24 21:07:08 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1992 KB
2025/02/24 21:07:08 GET /items | Response Time: 1.7028ms | CPU: 0.8 | Memory: 1994 KB
2025/02/24 21:07:08 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 1998 KB
2025/02/24 21:07:08 GET /items | Response Time: 4.9965ms | CPU: 0.8 | Memory: 2001 KB
2025/02/24 21:07:08 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2005 KB
2025/02/24 21:07:08 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2008 KB
2025/02/24 21:07:08 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2012 KB
2025/02/24 21:07:09 GET /items | Response Time: 2.9986ms | CPU: 0.8 | Memory: 2014 KB
2025/02/24 21:07:09 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2018 KB
2025/02/24 21:07:09 GET /items | Response Time: 1.0001ms | CPU: 0.8 | Memory: 2021 KB
2025/02/24 21:07:09 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2025 KB
2025/02/24 21:07:09 GET /items | Response Time: 2.5044ms | CPU: 0.8 | Memory: 2028 KB
2025/02/24 21:07:09 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2032 KB
2025/02/24 21:07:09 GET /items | Response Time: 999.2µs | CPU: 0.8 | Memory: 2034 KB
2025/02/24 21:07:10 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2038 KB
2025/02/24 21:07:10 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2041 KB
2025/02/24 21:07:10 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2045 KB
2025/02/24 21:07:10 GET /items | Response Time: 1.9978ms | CPU: 0.8 | Memory: 2047 KB
2025/02/24 21:07:10 POST /items | Response Time: 0s | CPU: 0.8 | Memory: 2051 KB
